,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,39.0,Private,270288.7,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,1079.8,234.4,40.0,United-States,<=50K
1,50.0,Self-emp-not-inc,83311.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
2,38.0,Private,305179.49,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3,35.6,Private,234721.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
4,49.0,Private,202155.3,9th,5.0,Married-spouse-absent,Other-service,Not-in-family,Black,Female,1079.8,0.0,40.0,United-States,<=50K
5,52.0,Self-emp-inc,90145.2,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1082.9,223.4,40.0,United-States,>50K
6,31.0,Private,45781.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,14084.0,0.0,50.0,United-States,>50K
7,42.9,Private,159449.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1079.8,240.2,40.0,United-States,>50K
8,39.7,State-gov,141297.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,136.9,40.0,India,>50K
9,23.0,Private,177924.2,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
10,32.0,Private,205019.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,<=50K
11,40.0,Private,121772.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,1082.9,0.0,40.0,United-States,<=50K
12,34.0,Private,245487.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1079.8,0.0,45.0,Mexico,<=50K
13,25.0,Private,176756.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
14,27.6,Private,186824.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,White,Male,1079.8,234.4,40.0,United-States,<=50K
15,38.0,Private,28887.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
16,55.4,Self-emp-not-inc,141729.6,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
17,49.4,Private,193524.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,1086.3,0.0,60.0,United-States,>50K
18,35.3,Private,209740.4,HS-grad,8.7,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,20.0,United-States,<=50K
19,45.8,Private,117037.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,200.8,40.0,United-States,<=50K
20,59.0,Private,171160.8,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,0.0,240.2,40.0,United-States,<=50K
21,39.3,Local-gov,176799.1,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,1079.8,234.4,40.0,United-States,>50K
22,36.4,Private,155170.5,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
23,39.0,Private,193696.77,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
24,20.0,Private,266015.0,HS-grad,9.0,Never-married,Sales,Own-child,Black,Female,0.0,223.4,40.0,United-States,<=50K
