,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,45.5,Private,77516.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,2174.0,0.0,40.0,United-States,<=50K
1,50.0,Self-emp-not-inc,139209.2,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,382.0,13.0,United-States,<=50K
2,38.0,Private,215646.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,1055.0,0.0,40.0,United-States,<=50K
3,34.2,Private,104449.9,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
4,38.1,Private,284582.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,240.2,40.0,United-States,<=50K
5,49.0,Private,221902.5,9th,5.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,1055.0,173.7,16.0,Jamaica,<=50K
6,57.1,Private,180822.7,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,235.0,40.0,United-States,>50K
7,37.0,Private,280464.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1055.0,0.0,40.0,United-States,>50K
8,42.3,State-gov,141297.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1055.0,0.0,40.0,India,<=50K
9,32.6,Private,205019.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,<=50K
10,36.6,Private,121772.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
11,34.0,Private,245487.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,173.1,40.0,Mexico,<=50K
12,25.0,Self-emp-not-inc,176756.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
13,38.0,Private,28887.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
14,43.0,Self-emp-not-inc,152774.4,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,>50K
15,40.0,Private,193524.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,1061.2,0.0,60.0,United-States,>50K
16,54.0,Private,189658.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,243.4,20.0,United-States,<=50K
17,35.0,Private,76845.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.0,205.4,40.0,United-States,<=50K
18,59.0,Private,195984.6,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,1055.0,0.0,40.0,United-States,<=50K
19,43.0,Local-gov,216851.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20,19.0,Private,168294.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
21,54.0,Private,180211.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,South,<=50K
