,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,77516,Bachelors,13,,,,White,Male,2174,0,40,,<=50K
1,50,Self-emp-not-inc,,,13,Married-civ-spouse,Exec-managerial,Husband,White,,0,,13,,
2,38,Private,215646,,,Divorced,,Not-in-family,White,,,0,40,United-States,<=50K
3,,Private,,,13,Married-civ-spouse,Prof-specialty,Wife,,,0,0,40,,<=50K
4,,,284582,Masters,14,,Exec-managerial,Wife,White,Female,0,,40,United-States,<=50K
5,49,Private,,9th,5,Married-spouse-absent,Other-service,Not-in-family,,Female,,,16,Jamaica,<=50K
6,,,,Bachelors,13,Married-civ-spouse,,Husband,,Male,5178,,40,,>50K
7,37,Private,280464,,10,Married-civ-spouse,Exec-managerial,Husband,,Male,,0,,United-States,>50K
8,,State-gov,141297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,,,0,40,India,
9,,Private,205019,,12,Never-married,,,Black,Male,0,0,50,United-States,<=50K
10,,,121772,Assoc-voc,,Married-civ-spouse,Craft-repair,,,Male,0,0,,,
11,34,Private,245487,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,,,Mexico,<=50K
12,25,Self-emp-not-inc,176756,HS-grad,9,Never-married,,Own-child,White,Male,0,0,35,,<=50K
13,38,Private,28887,,7,Married-civ-spouse,,Husband,White,,0,0,50,United-States,<=50K
14,43,Self-emp-not-inc,,,14,Divorced,,Unmarried,White,Female,0,0,,,>50K
15,40,,193524,,16,Married-civ-spouse,Prof-specialty,Husband,,Male,,0,60,,>50K
16,54,Private,,HS-grad,,Separated,Other-service,,,Female,0,,20,,<=50K
17,35,,76845,9th,,Married-civ-spouse,Farming-fishing,,Black,,0,,40,United-States,<=50K
18,59,,,HS-grad,9,Divorced,Tech-support,Unmarried,,Female,,0,40,United-States,
19,,Local-gov,216851,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,,United-States,>50K
20,19,Private,168294,,9,Never-married,,Own-child,White,Male,0,0,40,United-States,
21,54,,180211,,10,,,Husband,Asian-Pac-Islander,,0,0,60,South,
22,,,367260,HS-grad,,Divorced,,,White,,0,,80,,
23,49,Private,193366,HS-grad,,,,Husband,White,Male,0,0,40,United-States,<=50K
24,23,Local-gov,190709,Assoc-acdm,12,Never-married,Protective-serv,,,,0,,52,,<=50K
25,20,,,Some-college,10,,Sales,Own-child,Black,Male,0,0,44,United-States,<=50K
26,45,,,,13,Divorced,Exec-managerial,Own-child,White,,0,1408,,United-States,<=50K
27,,Federal-gov,59951,,,Married-civ-spouse,Adm-clerical,Own-child,White,,,0,,United-States,<=50K
28,48,Private,242406,11th,7,Never-married,Machine-op-inspct,,White,Male,0,0,,,<=50K
29,,Private,544091,HS-grad,9,,Adm-clerical,Wife,White,Female,0,,25,United-States,<=50K
30,31,Private,84154,Some-college,10,,Sales,Husband,,Male,0,,,,>50K
31,48,Self-emp-not-inc,265477,,12,Married-civ-spouse,,Husband,White,Male,0,0,40,,
32,31,Private,,,5,Married-civ-spouse,Machine-op-inspct,Husband,White,,,0,,United-States,<=50K
33,53,Self-emp-not-inc,88506,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,,40,United-States,<=50K
34,24,Private,,Bachelors,,Married-civ-spouse,Tech-support,Husband,White,Male,0,,50,United-States,
35,49,Private,,,9,Separated,Adm-clerical,Unmarried,,,,0,40,United-States,<=50K
36,25,Private,289980,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,,Male,,0,,,<=50K
37,,Federal-gov,,,13,Married-civ-spouse,Prof-specialty,Husband,,,0,,,United-States,>50K
38,53,,,,,Married-civ-spouse,,Husband,White,Male,0,,,,<=50K
39,,,271466,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,,0,,,,<=50K
40,,Private,,,,Married-civ-spouse,Exec-managerial,,Other,Female,,0,40,United-States,<=50K
41,18,Private,226956,HS-grad,,,,,,Female,0,,,,<=50K
42,47,Private,51835,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,,0,1902,60,Honduras,>50K
43,43,Private,237993,,10,,Tech-support,Husband,White,Male,,,40,United-States,
44,35,Private,56352,Assoc-voc,,Married-civ-spouse,,Husband,,Male,0,,,Puerto-Rico,
45,,,,,9,Married-civ-spouse,Adm-clerical,Husband,White,,,,48,,<=50K
46,30,Private,188146,,,,Machine-op-inspct,Husband,White,Male,5013,,,United-States,<=50K
47,30,Private,59496,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,,,United-States,<=50K
48,32,,,7th-8th,4,Married-spouse-absent,,Not-in-family,White,Male,,0,,,<=50K
49,42,Private,,Doctorate,16,Married-civ-spouse,,,White,Male,0,0,45,United-States,>50K
50,,Private,155537,,9,,Craft-repair,Husband,White,Male,0,0,,United-States,
51,28,,183175,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,,<=50K
52,49,,191681,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,,0,,50,United-States,>50K
53,25,,200681,,10,Never-married,,,White,,,0,,United-States,
54,19,,101509,Some-college,10,Never-married,,Own-child,White,,,0,,United-States,<=50K
55,,Private,309974,Bachelors,13,Separated,,Own-child,Black,Female,,0,40,United-States,
56,79,,124744,Some-college,,Married-civ-spouse,Prof-specialty,,,Male,0,0,20,United-States,<=50K
57,27,Private,213921,HS-grad,,Never-married,Other-service,Own-child,White,Male,0,,40,,<=50K
58,,,,,6,Married-civ-spouse,,,White,Male,0,,,United-States,<=50K
59,18,Private,309634,,7,Never-married,,,White,Female,,0,,,<=50K
60,31,Local-gov,,,4,Married-civ-spouse,Farming-fishing,Husband,,Male,0,0,40,United-States,
61,18,,446839,HS-grad,9,Never-married,,Not-in-family,,Male,0,0,30,United-States,<=50K
62,,Private,276515,,,Married-civ-spouse,Other-service,Husband,White,,0,,40,Cuba,
63,46,Private,51618,,9,Married-civ-spouse,Other-service,Wife,,Female,0,,40,United-States,<=50K
64,59,Private,,HS-grad,9,,Sales,Husband,White,Male,0,0,48,United-States,<=50K
65,44,Private,,HS-grad,9,Divorced,Craft-repair,,White,,14344,,40,,>50K
66,49,,268234,HS-grad,,,,Husband,White,Male,,,40,United-States,>50K
67,,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,
68,30,,54334,9th,,,Sales,Not-in-family,White,,0,0,40,United-States,<=50K
69,43,,410867,Doctorate,16,Never-married,,Not-in-family,,Female,0,0,50,United-States,>50K
70,37,Private,286730,Some-college,10,,Craft-repair,,White,Female,0,,40,United-States,<=50K
71,28,,,Some-college,,Divorced,,,,Female,,0,25,,<=50K
72,,Private,117747,HS-grad,9,Married-civ-spouse,Sales,,,Female,,,,,
73,,Local-gov,226296,Bachelors,,Married-civ-spouse,,Husband,White,Male,0,0,,United-States,
74,29,Local-gov,,,10,,Handlers-cleaners,,,Male,0,,50,United-States,<=50K
75,48,Self-emp-not-inc,,,16,,Prof-specialty,Husband,White,Male,,,,United-States,>50K
76,48,Private,171095,Assoc-acdm,12,Divorced,Exec-managerial,,White,Female,,0,40,England,
77,,,,,,Never-married,,Own-child,,Male,0,0,40,United-States,
78,,Private,124191,Masters,,Married-civ-spouse,,Husband,White,Male,0,,,United-States,
79,47,,149116,Masters,,Never-married,Prof-specialty,Not-in-family,White,,0,0,50,United-States,<=50K
80,,,103432,,9,Never-married,,,White,Male,0,0,,,<=50K
81,32,,,,9,Married-civ-spouse,Craft-repair,Husband,White,,7688,0,,United-States,
82,,,304873,,6,,,Own-child,,Female,34095,,,United-States,
83,,Private,,,,Never-married,,,,Male,,0,,United-States,<=50K
84,,Local-gov,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,,<=50K
85,,Private,,Bachelors,13,Never-married,Sales,Other-relative,White,Male,,,40,United-States,<=50K
86,38,,65324,,15,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K
87,56,Self-emp-not-inc,,HS-grad,9,Married-civ-spouse,,,White,Male,0,1887,,Canada,>50K
88,,Private,,HS-grad,,Never-married,,,White,Female,,0,40,,<=50K
89,,,,9th,,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
