,sepal length,sepal width,petal length,petal width,type
0,5.1,3.5,1.4,0.2,Iris-setosa
1,4.7,3.2,1.3,0.2,Iris-setosa
2,4.6,3.1000000000000005,3.13,0.2,Iris-virginica
3,5.660000000000002,3.6,1.4,0.2,Iris-setosa
4,5.4,3.1000000000000005,1.7,0.4,Iris-virginica
5,4.6,3.4,3.13,0.3,Iris-virginica
6,5.0,3.1000000000000005,1.5,0.2,Iris-setosa
7,5.6800000000000015,2.9,1.4,0.2,Iris-setosa
8,4.9,3.1,1.5,0.1,Iris-setosa
9,4.8,3.1000000000000005,1.6,0.2,Iris-setosa
10,5.6800000000000015,3.0,1.4,0.1,Iris-virginica
11,5.660000000000002,3.7600000000000002,1.3000000000000003,0.21000000000000002,Iris-setosa
12,5.660000000000002,3.78,1.5,0.39999999999999997,Iris-setosa
13,5.4,3.1000000000000005,1.3,0.4,Iris-setosa
14,5.1,3.5,1.4,0.3,Iris-setosa
15,5.660000000000002,3.8,1.7,0.3,Iris-setosa
16,5.1,3.8,1.5,0.3,Iris-setosa
17,5.4,3.4,1.7,0.47000000000000003,Iris-setosa
18,5.1,3.7,1.5,0.4,Iris-setosa
19,5.660000000000002,3.6,1.0,0.2,Iris-setosa
20,5.1,3.3,3.13,0.5,Iris-setosa
21,4.8,3.4,1.9,0.2,Iris-setosa
22,5.0,3.0,1.6,0.2,Iris-virginica
23,4.7,3.2,1.6,0.2,Iris-setosa
24,4.8,3.1,1.6,0.2,Iris-setosa
25,5.4,3.4,1.5,0.4,Iris-virginica
26,5.2,4.1,1.5,0.1,Iris-setosa
27,4.9,3.1,1.5,0.1,Iris-setosa
28,5.0,3.1000000000000005,1.2,0.2,Iris-setosa
29,4.9,3.1,1.5,0.1,Iris-setosa
30,4.4,3.1000000000000005,1.3,0.2,Iris-setosa
31,5.1,3.4,1.5,0.2,Iris-setosa
32,5.0,3.5,3.13,0.3,Iris-setosa
33,5.660000000000002,3.1000000000000005,3.7300000000000004,1.18,Iris-virginica
34,4.4,3.2,1.3,0.2,Iris-setosa
35,5.0,3.5,1.6,0.6,Iris-setosa
36,5.1,3.8,1.9,0.4,Iris-setosa
37,4.8,3.0,1.4,0.3,Iris-setosa
38,5.1,3.8,1.6,0.2,Iris-setosa
39,4.6,3.2,1.4,0.2,Iris-setosa
40,5.3,3.1000000000000005,1.5,0.2,Iris-setosa
41,7.0,3.2,4.7,1.4,Iris-versicolor
42,6.4,3.2,3.7400000000000007,1.5,Iris-versicolor
43,6.9,3.1,4.9,1.5,Iris-versicolor
44,5.5,2.3,4.0,1.3,Iris-versicolor
45,6.5,2.8,4.6,1.5,Iris-versicolor
46,5.7,2.8,4.5,1.3,Iris-versicolor
47,6.3,3.3,4.7,1.6,Iris-versicolor
48,5.2,2.7,3.9,1.18,Iris-versicolor
49,5.0,2.2499999999999996,3.75,1.02,Iris-versicolor
50,5.9,3.0,3.7400000000000007,1.5,Iris-versicolor
51,6.0,2.2,4.0,1.0,Iris-versicolor
52,5.6,2.9,3.6,1.3,Iris-versicolor
53,6.7,3.1,4.4,1.4,Iris-versicolor
54,5.6,3.0,4.5,1.5,Iris-virginica
55,6.2,2.2,4.5,1.5,Iris-versicolor
56,5.6,2.5,3.9,1.1,Iris-versicolor
57,6.1,2.8,4.0,1.3,Iris-versicolor
58,5.690000000000001,2.8,4.7,1.2,Iris-versicolor
59,6.6,3.0,4.4,1.4,Iris-virginica
60,6.8,2.8,4.8,1.4,Iris-versicolor
61,5.5,2.4,3.8,1.1,Iris-versicolor
62,6.0,2.7,5.1,1.6,Iris-versicolor
63,5.4,3.0,4.5,1.5,Iris-versicolor
64,6.0,3.4,4.5,1.1999999999999997,Iris-versicolor
65,6.7,3.1,4.7,1.5,Iris-versicolor
66,5.5,2.5,4.0,1.3,Iris-versicolor
67,5.5,2.6,4.4,1.2,Iris-versicolor
68,5.7,3.0,4.2,1.2,Iris-versicolor
69,5.6800000000000015,2.9,4.2,1.3,Iris-versicolor
70,5.760000000000001,2.9,4.3,1.3,Iris-versicolor
71,5.7,2.8,4.1,1.1999999999999997,Iris-versicolor
72,6.3,3.3,6.0,2.5,Iris-virginica
73,5.77,2.7,5.1,1.9,Iris-virginica
74,5.77,3.0,5.9,2.1,Iris-virginica
75,5.77,3.0,5.8,2.2,Iris-virginica
76,7.3,2.9,6.3,1.8,Iris-virginica
77,5.77,2.5,5.8,1.8,Iris-virginica
78,5.660000000000002,3.1000000000000005,3.7300000000000004,1.18,Iris-virginica
79,6.5,3.2,3.7400000000000007,2.0,Iris-virginica
80,6.4,2.7,5.3,1.9,Iris-virginica
81,6.8,3.0,5.5,2.1,Iris-virginica
82,5.7,2.5,5.0,2.0,Iris-virginica
83,5.8,2.8,5.1,2.4,Iris-virginica
84,6.4,3.2,5.3,2.3,Iris-virginica
85,6.5,3.0,5.5,1.8,Iris-virginica
86,5.660000000000002,3.1000000000000005,3.7300000000000004,1.18,Iris-virginica
87,5.660000000000002,3.1000000000000005,3.7300000000000004,1.18,Iris-virginica
88,6.9,3.2,5.7,2.3,Iris-virginica
89,5.6,2.8,4.9,2.0,Iris-virginica
90,6.3,2.7,4.9,1.8,Iris-virginica
91,6.7,3.3,5.7,2.1,Iris-virginica
92,7.2,3.2,6.0,1.8,Iris-virginica
93,6.2,2.8,4.8,1.8,Iris-virginica
94,6.1,3.1000000000000005,4.9,1.8,Iris-virginica
95,6.4,2.8,3.710000000000001,2.1,Iris-virginica
96,5.77,3.0,5.8,1.6,Iris-virginica
97,7.269999999999999,2.7900000000000005,6.1899999999999995,1.8800000000000001,Iris-virginica
98,7.9,3.8,3.7400000000000007,2.0,Iris-virginica
99,6.4,2.8,3.710000000000001,2.2,Iris-virginica
100,6.3,3.1000000000000005,5.1,1.5,Iris-virginica
101,6.1,2.6,5.6,1.4,Iris-virginica
102,7.7,3.1000000000000005,6.1,2.3,Iris-virginica
103,6.3,3.4,5.6,2.4,Iris-virginica
104,5.700000000000001,3.1000000000000005,5.5,1.8,Iris-virginica
105,6.0,3.0,4.8,1.8,Iris-virginica
106,6.9,3.1000000000000005,3.7400000000000007,2.1,Iris-virginica
107,6.9,3.1,5.1,2.3,Iris-virginica
108,5.8,3.1000000000000005,5.1,1.9,Iris-virginica
109,6.7,3.3,3.7400000000000007,2.5,Iris-virginica
110,6.7,3.0,5.2,2.3,Iris-virginica
111,6.5,3.0,5.2,2.0,Iris-virginica
112,6.2,3.4,5.4,2.3,Iris-virginica
