,sepal length,sepal width,petal length,petal width,type
0,6.029999999999999,3.0,3.6199999999999997,0.38999999999999996,Iris-setosa
1,6.029999999999999,3.1,1.5,0.2,Iris-setosa
2,5.4,3.0,1.7,0.37999999999999995,Iris-setosa
3,6.029999999999999,3.4,1.4,0.3,Iris-setosa
4,5.0,3.4,1.5,0.2,Iris-setosa
5,4.9,3.1,1.5,0.1,Iris-setosa
6,4.8,3.4,1.6,0.2,Iris-setosa
7,6.029999999999999,3.0,1.4,0.1,Iris-setosa
8,5.8,3.0,1.2,0.2,Iris-setosa
9,6.01,3.9,3.6799999999999997,0.7300000000000002,Iris-setosa
10,5.1,3.5,3.5200000000000005,0.3,Iris-setosa
11,5.1,3.8,1.5,0.3,Iris-setosa
12,5.4,3.4,1.7,0.2,Iris-setosa
13,6.029999999999999,3.7,1.5,0.30999999999999994,Iris-setosa
14,6.029999999999999,3.0,4.02,1.3000000000000003,Iris-versicolor
15,6.029999999999999,3.0,1.9,0.37999999999999995,Iris-setosa
16,5.0,3.0,1.6,0.37999999999999995,Iris-setosa
17,6.029999999999999,3.0,1.6,0.4,Iris-setosa
18,4.8,3.1,3.5200000000000005,0.2,Iris-setosa
19,6.029999999999999,3.4,3.6199999999999997,0.4,Iris-setosa
20,5.2,3.0,1.5,0.1,Iris-setosa
21,6.029999999999999,3.0,1.4,0.32999999999999996,Iris-setosa
22,4.9,3.0,1.5,0.1,Iris-setosa
23,5.0,3.2,1.2,0.2,Iris-setosa
24,5.5,3.5,3.54,0.35999999999999993,Iris-setosa
25,6.029999999999999,3.1,1.5,0.32999999999999996,Iris-setosa
26,4.4,3.0,1.3,0.2,Iris-setosa
27,5.1,3.4,3.9800000000000004,1.25,Iris-versicolor
28,6.029999999999999,3.5,1.3,0.3,Iris-setosa
29,6.029999999999999,3.2,1.3,0.32999999999999996,Iris-setosa
30,5.0,3.5,1.6,0.35999999999999993,Iris-setosa
31,5.1,3.8,1.6,0.2,Iris-setosa
32,5.3,3.7,3.5200000000000005,0.2,Iris-setosa
33,5.0,3.3,1.4,0.2,Iris-setosa
34,7.0,3.2,4.04,1.4,Iris-versicolor
35,6.4,3.2,4.04,1.5,Iris-versicolor
36,5.99,2.8,4.01,1.5,Iris-versicolor
37,5.7,2.8,4.000000000000001,1.25,Iris-versicolor
38,6.0,2.4,3.3,1.0,Iris-versicolor
39,6.6,2.9,4.6,1.3,Iris-versicolor
40,6.0,2.7,4.029999999999999,1.4,Iris-versicolor
41,5.01,2.35,3.5499999999999994,1.02,Iris-versicolor
42,5.9,3.0,4.02,1.5,Iris-versicolor
43,6.1,3.0,4.7,1.4,Iris-versicolor
44,5.6,2.9,3.9800000000000004,1.3,Iris-versicolor
45,6.7,3.1,4.04,1.4,Iris-versicolor
46,5.6,3.0,4.5,1.5,Iris-versicolor
47,5.8,2.7,4.049999999999999,1.3000000000000003,Iris-versicolor
48,6.0,2.5,3.729999999999999,1.14,Iris-versicolor
49,6.1,3.0,4.0,1.3,Iris-versicolor
50,6.3,2.5,4.9,1.2399999999999998,Iris-versicolor
51,6.0,2.8,3.9499999999999993,1.2,Iris-versicolor
52,6.029999999999999,3.0,4.02,1.3000000000000003,Iris-versicolor
53,6.8,2.8,4.8,1.4,Iris-versicolor
54,6.7,3.0,5.0,1.7,Iris-versicolor
55,6.0,2.9,4.5,1.5,Iris-versicolor
56,5.7,3.0,3.5,1.0,Iris-versicolor
57,5.5,2.4,3.8,1.1,Iris-versicolor
58,5.5,3.0,3.7,1.0,Iris-versicolor
59,6.0,2.7,3.9,1.2,Iris-versicolor
60,6.0,2.7,5.1,1.6,Iris-versicolor
61,5.4,3.0,4.5,1.5,Iris-versicolor
62,6.0,3.4,4.5,1.6,Iris-versicolor
63,6.7,3.1,4.04,1.5,Iris-versicolor
64,6.3,2.3,4.4,1.2399999999999998,Iris-versicolor
65,5.6,3.0,3.9800000000000004,1.3,Iris-versicolor
66,5.5,2.5,3.829999999999999,1.3,Iris-versicolor
67,5.5,2.6,4.4,1.2399999999999998,Iris-versicolor
68,6.029999999999999,3.0,4.6,1.4,Iris-versicolor
69,5.0,2.3,3.3,1.0,Iris-versicolor
70,5.6,2.7,4.2,1.3,Iris-versicolor
71,5.7,3.0,4.010000000000001,1.25,Iris-versicolor
72,6.029999999999999,3.0,4.02,1.3,Iris-versicolor
73,6.2,2.9,4.3,1.3000000000000003,Iris-versicolor
74,5.1,2.5,3.0,1.1,Iris-versicolor
75,5.7,2.8,4.1,1.3,Iris-versicolor
76,6.0,3.0,5.1,1.9,Iris-versicolor
77,6.3,2.9,5.6,1.8,Iris-virginica
78,6.5,3.0,5.8,2.2,Iris-virginica
79,6.029999999999999,3.0,6.6,1.3000000000000003,Iris-versicolor
80,6.0,3.0,6.3,1.8,Iris-virginica
81,6.4,2.7,5.3,1.3000000000000003,Iris-versicolor
82,5.8,2.8,5.1,2.4,Iris-virginica
83,6.029999999999999,3.2,5.3,1.31,Iris-virginica
84,6.029999999999999,3.0,5.5,1.3000000000000003,Iris-virginica
85,7.7,3.8,3.9499999999999993,2.2,Iris-virginica
86,7.7,2.6,6.9,1.2499999999999998,Iris-versicolor
87,6.9,3.2,5.7,2.3,Iris-virginica
88,5.6,3.0,4.9,2.0,Iris-virginica
89,6.029999999999999,3.0,4.02,1.3000000000000003,Iris-versicolor
90,6.3,3.0,4.9,1.8,Iris-versicolor
91,7.2,3.2,3.88,1.2199999999999998,Iris-virginica
92,6.2,2.8,4.8,1.8,Iris-versicolor
93,6.1,3.0,4.9,1.3000000000000003,Iris-versicolor
94,6.0,2.8,4.01,1.3000000000000003,Iris-versicolor
95,7.2,3.0,5.8,1.26,Iris-virginica
96,7.4,3.0,6.1,1.26,Iris-virginica
97,7.9,3.0,6.4,2.0,Iris-versicolor
98,6.4,2.8,4.029999999999999,1.3000000000000003,Iris-virginica
99,6.029999999999999,3.0,4.02,1.3000000000000003,Iris-virginica
100,6.1,2.6,4.05,1.4,Iris-virginica
101,6.029999999999999,3.0,4.02,1.3000000000000003,Iris-versicolor
