,sepal length,sepal width,petal length,petal width,type
0,5.1,3.5,3.6199999999999997,1.17,Iris-versicolor
1,5.8100000000000005,3.2,1.3,0.2,Iris-setosa
2,5.8100000000000005,3.1,1.5,0.2,Iris-setosa
3,5.0,3.0800000000000005,3.62,0.2,Iris-setosa
4,4.6,3.4,3.71,1.2100000000000002,Iris-versicolor
5,5.0,3.4,1.5,0.2,Iris-setosa
6,5.790000000000001,2.9,1.4,0.2,Iris-setosa
7,5.82,3.1,1.5,1.2500000000000002,Iris-versicolor
8,5.8100000000000005,3.1000000000000005,1.5,0.2,Iris-setosa
9,4.8,3.4,1.6,0.7699999999999999,Iris-setosa
10,5.4,3.9,3.5799999999999996,0.4,Iris-setosa
11,5.1,3.0800000000000005,1.4,0.3,Iris-setosa
12,5.82,3.8,3.4799999999999995,1.2500000000000002,Iris-versicolor
13,5.82,3.8,1.5,1.2500000000000002,Iris-versicolor
14,5.4,3.4,1.7,1.06,Iris-versicolor
15,5.1,3.7,3.5799999999999996,0.4,Iris-setosa
16,5.8100000000000005,3.6,1.0,0.73,Iris-setosa
17,5.1,3.0800000000000005,3.6700000000000004,1.0699999999999998,Iris-versicolor
18,5.8100000000000005,3.4,1.9,0.2,Iris-setosa
19,5.8100000000000005,3.0,3.4799999999999995,0.73,Iris-setosa
20,5.0,3.0800000000000005,1.6,0.4,Iris-setosa
21,5.2,3.5,3.5799999999999996,0.2,Iris-setosa
22,5.2,3.4,1.4,1.17,Iris-versicolor
23,5.8100000000000005,3.2,3.46,0.2,Iris-setosa
24,5.2,4.1,1.5,0.1,Iris-setosa
25,5.5,4.2,3.5799999999999996,0.2,Iris-setosa
26,4.9,3.0800000000000005,3.6700000000000004,1.0699999999999998,Iris-versicolor
27,5.0,3.0800000000000005,3.62,0.2,Iris-setosa
28,5.8100000000000005,3.1,1.5,0.73,Iris-setosa
29,4.4,3.0,1.3,0.9800000000000002,Iris-setosa
30,5.82,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-versicolor
31,5.8100000000000005,3.2,1.3,0.2,Iris-setosa
32,5.0,3.5,1.6,0.7699999999999999,Iris-setosa
33,5.1,3.8,3.6199999999999997,1.17,Iris-versicolor
34,5.8100000000000005,3.0,1.4,0.3,Iris-setosa
35,5.1,3.8,1.6,0.2,Iris-setosa
36,5.839999999999999,3.2,4.5,1.5,Iris-versicolor
37,5.82,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-versicolor
38,5.82,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-versicolor
39,6.5,2.8,4.6,1.5,Iris-versicolor
40,5.82,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-versicolor
41,6.3,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-versicolor
42,4.9,2.4,3.7099999999999995,1.0,Iris-versicolor
43,5.82,3.1000000000000005,3.4799999999999995,1.3,Iris-versicolor
44,5.2,2.7,3.9,1.4,Iris-versicolor
45,5.790000000000001,2.0,3.5,1.0,Iris-versicolor
46,5.9,3.1000000000000005,4.2,1.2900000000000003,Iris-versicolor
47,6.0,3.1000000000000005,3.46,1.0,Iris-versicolor
48,6.1,3.1000000000000005,4.7,1.4,Iris-versicolor
49,5.6,2.9,3.6,1.3,Iris-versicolor
50,5.869999999999999,3.1,4.4,1.4,Iris-versicolor
51,5.8100000000000005,2.7,4.1,1.0,Iris-versicolor
52,5.8,2.2,3.5100000000000002,1.5,Iris-versicolor
53,5.6,2.5,3.5799999999999996,1.0,Iris-versicolor
