,0,1,2,3,4,5,6,7,8,9
0,50,,77,0,28,0,27,,22,2
1,55,,92,0,,,36,,56,4
2,53,,82,,,,29,30,2,1
3,37,0,,0,34,,,46,2,1
4,56,,81,0,,11,25,86,,
5,53,8,,,28,0,23,,24,4
6,,0,101,,28,0,,,8,1
7,,2,77,0,38,,39,38,0,
8,,0,100,0,,-8,59,61,2,1
9,41,,89,1,38,-16,48,50,,1
10,47,0,85,-2,46,-4,,39,0,1
11,49,0,79,,46,-5,30,,2,
12,,,82,0,50,4,,33,0,
13,37,-318,105,-2,36,,,69,,
14,,-5,,,,,40,48,8,1
15,49,,,0,50,19,52,,0,1
16,,,80,0,-2,0,,83,40,
17,55,-1,98,0,52,8,42,,,
18,,0,86,,54,,,,,1
19,55,,88,3,,0,32,33,2,1
20,37,0,,,36,,68,,,1
21,79,,83,0,,0,4,130,,5
22,51,,79,0,52,,28,27,0,1
23,,4,84,0,,24,25,,,1
24,,0,108,0,,-21,71,77,6,1
25,,3,97,0,46,9,41,,10,4
26,39,5,77,,38,0,37,,0,
27,51,-5,81,0,52,,30,,0,
28,56,0,81,0,56,0,24,24,,
29,56,0,,,56,7,24,23,0,
30,,,76,0,42,11,35,35,0,
31,41,1,85,0,,,44,46,2,1
32,56,-4,97,0,,,41,45,,4
33,,,76,0,36,0,,,2,1
34,56,-4,88,0,56,0,31,31,,1
35,,,81,-2,38,-9,43,,,1
36,41,,,2,42,14,,45,0,1
37,,5,,0,46,,32,,,1
38,104,7,,,70,0,1,35,34,
39,,,,-4,72,0,1,29,28,
40,45,,86,0,,-17,41,42,2,1
41,,,77,,42,1,35,,,1
42,45,0,79,0,,,34,35,2,1
43,37,0,80,,,15,43,44,,1
44,56,,96,-1,44,0,,52,12,4
45,51,1,88,0,,7,,,0,
46,49,3,82,,46,,,35,2,
47,41,1,86,3,42,6,,45,0,1
48,49,0,84,0,46,,,38,2,1
49,37,-1,77,-3,34,-6,40,43,2,1
50,41,,79,0,38,-23,38,41,2,1
51,55,-1,,-4,20,,24,59,34,
52,41,0,,,,5,37,36,0,
53,46,-3,80,0,,,,34,,1
