,0,1,2,3,4,5,6,7,8,9
0,ADT1_YEAST,0.58,,0.47,0.13,,0.00,,0.22,MIT
1,ADT2_YEAST,,0.67,,0.27,0.50,0.00,0.53,0.22,MIT
2,ADT3_YEAST,,0.62,0.49,0.15,0.50,0.00,0.53,0.22,MIT
3,AATC_YEAST,0.51,0.40,0.56,,,0.50,0.49,0.22,CYT
4,,0.50,0.54,0.48,0.65,0.50,0.00,,0.22,MIT
5,BAF1_YEAST,0.48,0.45,0.59,0.20,0.50,,0.58,0.34,NUC
6,ABF2_YEAST,0.55,,0.66,,0.50,0.00,0.49,0.22,MIT
7,ABP1_YEAST,0.40,0.39,0.60,,0.50,0.00,,0.30,CYT
8,ACE1_YEAST,0.43,0.39,0.54,0.21,0.50,,,0.27,NUC
9,,0.42,,0.59,0.20,0.50,0.00,0.52,0.29,NUC
10,ACH1_YEAST,0.40,0.42,0.57,0.35,0.50,0.00,0.53,0.25,CYT
11,,,0.40,,0.46,0.50,0.00,0.53,0.22,MIT
12,ACR1_YEAST,0.66,,0.45,0.19,0.50,0.00,0.46,0.22,MIT
13,ACT_YEAST,,0.44,0.52,0.11,,0.00,0.50,,CYT
14,ACT2_YEAST,0.47,0.39,0.50,0.11,0.50,0.00,0.49,,CYT
15,ACT3_YEAST,0.58,0.47,0.54,0.11,0.50,0.00,0.51,0.26,NUC
16,ADA2_YEAST,0.61,0.60,,0.21,0.50,0.00,0.50,0.25,NUC
17,C1TC_YEAST,0.45,0.40,0.50,,,0.00,,0.22,CYT
18,,0.73,0.63,0.42,0.30,0.50,0.00,0.49,0.22,CYT
19,ADH1_YEAST,0.43,0.53,0.52,0.13,0.50,0.00,0.55,,CYT
20,ADH3_YEAST,0.51,0.51,0.52,0.51,,0.00,,0.22,
21,KAD1_YEAST,0.57,0.47,0.60,,0.50,0.00,0.51,0.22,CYT
22,ADR1_YEAST,0.53,0.54,,0.10,0.50,0.00,0.57,0.32,NUC
23,AFG3_YEAST,0.51,0.51,0.43,0.87,,0.00,0.52,0.22,MIT
24,RCS1_YEAST,0.33,,0.51,0.43,0.50,0.00,,0.22,NUC
25,YMX1_YEAST,,,0.45,0.30,0.50,0.00,,0.25,
26,SYAC_YEAST,0.40,0.45,0.57,0.18,0.50,,0.56,0.26,
27,DHA1_YEAST,0.59,,,0.44,,0.00,0.50,0.22,MIT
28,DHA2_YEAST,0.57,0.53,0.53,0.34,0.50,0.00,0.53,0.22,MIT
29,ALG5_YEAST,,0.74,0.51,0.40,,0.00,0.55,0.22,
30,,0.41,0.54,0.39,0.20,,0.00,0.51,0.22,ME3
31,MAN1_YEAST,,0.36,0.56,0.18,0.50,0.00,0.48,0.26,VAC
32,ANC1_YEAST,,,0.58,0.39,0.50,0.00,0.47,0.37,
33,ANP1_YEAST,,0.75,0.58,,0.50,0.00,,0.35,ME2
34,,,,,0.29,0.50,0.00,0.48,0.22,EXC
35,APE3_YEAST,0.74,0.57,0.51,0.28,0.50,,0.58,0.22,VAC
36,ALP1_YEAST,,0.24,0.34,0.16,0.50,0.00,,0.22,
37,ADB2_YEAST,0.48,0.39,0.51,0.21,0.50,0.00,0.52,,
38,YHB9_YEAST,0.41,,0.45,0.14,0.50,0.00,0.52,0.66,ME3
39,APN1_YEAST,0.45,0.46,0.55,,0.50,0.00,0.55,0.38,
40,,0.56,0.48,0.58,0.27,0.50,0.00,,,CYT
41,ARF1_YEAST,0.64,0.59,0.56,0.23,0.50,0.00,0.46,,
42,ARF2_YEAST,0.64,,0.56,,0.50,0.00,0.45,0.22,CYT
43,ASSY_YEAST,0.66,0.62,,0.10,0.50,0.00,0.49,,CYT
44,OTC_YEAST,0.53,0.44,0.51,0.33,0.50,0.00,0.55,0.22,CYT
45,ARLY_YEAST,0.38,,0.53,0.19,0.50,0.00,0.50,0.22,
46,ARG1_YEAST,0.37,0.32,0.47,0.18,0.50,0.00,0.45,,NUC
47,,0.41,0.46,0.59,0.19,0.50,0.00,,0.27,NUC
48,ARO1_YEAST,0.54,0.48,0.44,0.08,0.50,0.00,0.52,0.27,CYT
49,AROC_YEAST,,0.47,0.45,0.22,0.50,0.00,0.51,0.29,CYT
50,AROF_YEAST,,0.46,0.57,0.09,0.50,0.00,0.55,0.22,CYT
51,AROG_YEAST,,0.54,,0.12,0.50,0.00,0.51,0.22,CYT
52,CHMU_YEAST,0.47,0.39,0.59,0.15,,,0.57,0.22,CYT
53,AST1_YEAST,0.48,0.42,0.52,0.24,0.50,,0.56,0.22,CYT
54,,0.58,,0.49,0.27,0.50,0.00,0.57,0.29,CYT
55,ATM1_YEAST,0.60,,0.44,0.61,,,0.47,0.22,MIT
56,ATPY_YEAST,,0.49,0.58,0.23,0.50,0.00,0.44,0.22,MIT
57,ATPS_YEAST,0.49,0.42,0.56,0.55,0.50,0.00,0.42,0.25,MIT
58,ATPT_YEAST,0.63,0.53,0.54,0.40,0.50,0.00,,0.22,MIT
59,ATPU_YEAST,,0.54,0.53,0.54,0.50,0.00,0.51,0.27,MIT
60,,0.63,0.57,0.59,0.40,0.50,0.00,0.38,0.22,
61,ATPB_YEAST,0.43,0.57,0.51,0.49,0.50,0.00,0.48,0.22,
62,ATPG_YEAST,0.48,0.45,0.55,0.50,0.50,0.00,0.53,0.22,MIT
63,ATP7_YEAST,0.54,0.52,0.63,0.37,,0.00,0.46,0.22,MIT
