,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,57.4,Private,83311.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1082.9,0.0,13.0,United-States,<=50K
1,28.0,Private,338409.0,Some-college,12.9,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,1022.0,0.0,40.0,Cuba,<=50K
2,27.0,Private,439843.4,HS-grad,8.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3,48.4,Private,126497.02,HS-grad,9.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,1058.1,0.0,40.0,United-States,<=50K
4,47.0,Private,123451.33,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1067.4,0.0,40.0,United-States,<=50K
5,30.0,Private,145166.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1079.8,0.0,40.0,United-States,<=50K
6,42.0,Private,188274.17,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1067.4,0.0,40.0,United-States,<=50K
7,37.0,Self-emp-inc,280464.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,1039.2,0.0,80.0,United-States,<=50K
8,53.7,Private,184599.3,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1067.4,0.0,40.0,United-States,>50K
9,23.0,Private,121957.8,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,1061.2,0.0,40.0,United-States,<=50K
10,32.0,Private,186806.63,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,1079.8,0.0,40.0,United-States,<=50K
11,55.3,Private,121772.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,1079.8,0.0,40.0,United-States,>50K
12,29.0,Private,245487.0,7th-8th,3.9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13,24.0,Private,176756.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
14,32.0,Private,426815.6,HS-grad,9.4,Never-married,Adm-clerical,Own-child,White,Male,998.6,0.0,40.0,United-States,<=50K
15,47.0,Private,123451.33,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1067.4,0.0,40.0,United-States,<=50K
16,43.0,Private,161686.3,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,1061.2,0.0,40.0,United-States,<=50K
17,40.0,Private,157121.91,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1067.4,0.0,40.0,United-States,<=50K
