,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,83311,Bachelors,,,Exec-managerial,Husband,,,,,13,,
1,28,Private,338409,,,Married-civ-spouse,,Wife,,,,,,Cuba,<=50K
2,,Private,,,,Married-civ-spouse,,,,,0,,40,,
3,,,,,,Married-spouse-absent,,,,,,,,,
4,,,,,9,,Exec-managerial,Husband,White,,,,,,
5,,Private,,,14,,,,White,,,0,,United-States,
6,42,,,,,Married-civ-spouse,,,,Male,,,,,
7,37,,280464,,10,,,,Black,,,,80,United-States,
8,,,,,,,,,Asian-Pac-Islander,Male,,,40,,>50K
9,23,,,,13,,,,,,,,,United-States,
10,32,,,Assoc-acdm,,,Sales,,,Male,,,,United-States,<=50K
11,,Private,121772,,,,Craft-repair,,,,,,,,>50K
12,,,245487,7th-8th,,Married-civ-spouse,,Husband,,Male,0,0,,,
13,,,176756,,,,,Own-child,White,,0,,,,
14,32,Private,,HS-grad,,,,,,,,,,United-States,<=50K
15,,,,,,Married-civ-spouse,,Husband,White,,,,,,
16,43,,,Masters,,,,,,Female,,,,,
17,40,,,,,,,,White,,,,,,
18,54,,,,,,,,,Female,0,,,,
19,54,,,,10,,,Husband,,,,,60,South,
20,,,,,9,Divorced,,Not-in-family,,Male,,0,,,
21,,,,,12,,,,White,Male,,0,,United-States,<=50K
22,,Private,,,10,,,,,,,,,,<=50K
23,,,,,,,,Own-child,,,,0,,,
24,,,,,,,,Husband,,,0,,,,
25,,Private,,,,,,,,Male,0,0,40,,
26,21,,197200,Some-college,,,Machine-op-inspct,,,Male,0,,40,,
27,19,,,,9,,Adm-clerical,,,,,,,,
28,,,84154,,,,,,,,,,,,
29,48,,,Assoc-acdm,,,,,,Male,,,,,<=50K
30,,,,,,Married-civ-spouse,,,,,,,,,
31,,Self-emp-not-inc,88506,,,Married-civ-spouse,,,White,,0,0,,,
32,,,,,,Separated,,,,Female,,,40,United-States,
33,,Private,,HS-grad,,Never-married,,,,Male,,,,,<=50K
34,,,,,,Married-civ-spouse,,,Black,,0,,40,,
35,53,,,HS-grad,9,Married-civ-spouse,,,,,0,,38,United-States,<=50K
