,1,2,3,4,5,6,7,8,9,10,11,12,13,0
0,14.23,1.71,2.43,15.6,127,,3.06,.28,,,1.04,3.92,,1
1,13.2,,2.14,11.2,100,,2.76,.26,1.28,,1.05,3.4,1050,1
2,13.16,2.36,2.67,18.6,101,,,.3,2.81,5.68,1.03,,1185,1
3,14.37,,2.5,16.8,,3.85,3.49,.24,,,.86,3.45,1480,1
4,13.24,2.59,2.87,,118,,2.69,.39,1.82,4.32,,2.93,735,
5,,1.76,,,112,,3.39,.34,1.97,6.75,1.05,2.85,1450,1
6,14.39,1.87,2.45,,,,2.52,.3,1.98,5.25,,3.58,,1
7,14.06,2.15,,17.6,,2.6,2.51,,1.25,5.05,1.06,3.58,1295,1
8,14.83,1.64,2.17,,97,2.8,2.98,.29,1.98,5.2,1.08,2.85,1045,1
9,14.1,,2.3,18,,,3.32,.22,2.38,5.75,1.25,3.17,1510,
10,14.12,1.48,2.32,,95,2.2,2.43,.26,1.57,5,1.17,,1280,
11,,1.73,2.41,,89,2.6,,.29,1.81,,1.15,2.9,1320,1
12,14.75,1.73,2.39,11.4,91,3.1,3.69,.43,2.81,5.4,1.25,2.73,1150,1
13,14.38,1.87,2.38,12,102,3.3,,.29,2.96,,1.2,3,,1
14,13.63,,2.7,,112,2.85,2.91,.3,1.46,7.3,1.28,2.88,,1
15,14.3,1.92,,20,120,2.8,3.14,.33,1.97,,1.07,2.65,1280,1
16,13.83,1.57,2.62,20,115,2.95,3.4,.4,1.72,6.6,1.13,,1130,
17,14.19,1.59,2.48,16.5,108,3.3,3.93,.32,1.86,,1.23,,1680,1
18,13.64,3.1,,15.2,116,,3.03,.17,,,.96,3.36,845,1
19,14.06,1.63,2.28,16,126,,,,2.1,5.65,1.09,,780,1
20,,3.8,2.65,,102,2.41,2.41,.25,1.98,,1.03,3.52,770,1
21,13.71,,2.36,16.6,,2.61,2.88,.27,1.69,3.8,1.11,4,,1
22,12.85,1.6,2.52,17.8,,2.48,2.37,.26,1.46,3.93,1.09,3.63,,1
23,13.05,2.05,,25,124,2.63,2.68,.47,1.92,3.58,1.13,3.2,830,1
24,13.39,1.77,2.62,16.1,93,2.85,2.94,,1.45,,,3.22,1195,1
25,13.87,1.9,2.8,19.4,,2.95,2.97,.37,1.76,4.5,1.25,3.4,915,1
26,14.02,,,,,2.65,,.26,1.98,,1.04,3.59,1035,1
27,,1.5,2.7,,101,3,3.25,.29,2.38,5.7,1.19,2.71,1285,1
28,,1.66,2.36,19.1,106,2.86,3.19,.22,1.95,6.9,1.09,2.88,1515,
29,13.68,1.83,,,104,2.42,2.69,.42,1.97,,1.23,2.87,990,1
30,13.76,1.53,,19.5,132,2.95,2.74,,,5.4,1.25,3,1235,1
31,,1.8,2.65,19,,2.35,,.29,1.54,4.2,1.1,2.87,1095,1
32,13.48,1.81,2.41,,100,2.7,2.98,.26,1.86,5.1,1.04,3.47,,1
33,,1.64,2.84,,110,,2.68,,1.36,,1.09,2.78,880,1
34,,1.65,2.55,18,,2.45,2.43,.29,1.44,,1.12,2.51,1105,1
35,13.07,1.5,2.1,15.5,98,2.4,2.64,.28,1.37,3.7,1.18,2.69,1020,
36,14.22,3.99,2.51,,128,3,3.04,.2,2.08,5.1,.89,3.53,760,
37,,1.71,2.31,,117,3.15,3.29,.34,,6.13,.95,3.38,795,
38,,3.84,,,90,2.45,2.68,,,4.28,.91,3,1035,1
39,13.88,1.89,,15,101,3.25,3.56,.17,1.7,5.43,.88,3.56,,1
40,13.24,3.98,2.29,17.5,,2.64,2.63,,1.66,4.36,.82,3,680,1
41,13.05,1.77,2.1,17,107,3,3,.28,2.03,,.88,3.35,,
42,,4.04,2.44,18.9,111,2.85,2.65,.3,1.25,5.24,.87,3.33,1080,1
43,,2.02,2.4,18.8,103,2.75,2.92,.32,,6.2,1.07,2.75,1060,1
44,,1.73,,12.4,92,2.72,,.17,2.91,7.2,,2.91,1150,1
45,13.82,1.75,2.42,,111,3.88,3.74,.32,1.87,7.05,1.01,,,1
46,13.74,1.67,2.25,16.4,118,2.6,2.9,.21,1.62,5.85,.92,3.2,1060,
47,13.56,1.73,2.46,20.5,116,2.96,2.78,.2,2.45,,,3.03,1120,
48,14.22,1.7,2.3,16.3,118,3.2,3,.26,2.03,6.38,,3.31,970,
49,13.29,1.97,2.68,16.8,102,3,3.23,.31,1.66,6,1.07,,1270,1
50,12.37,.94,,10.6,,1.98,.57,.28,.42,1.95,1.05,1.82,520,2
51,,1.1,2.28,16,101,2.05,1.09,,.41,3.27,1.25,1.67,680,2
52,12.64,1.36,2.02,16.8,,2.02,1.41,.53,.62,5.75,.98,,450,2
53,13.67,1.25,1.92,,94,2.1,,.32,,3.8,,2.46,630,
54,12.37,1.13,2.16,19,87,3.5,3.1,.19,1.87,4.45,1.22,,420,2
55,13.11,1.01,1.7,,78,2.98,3.18,,2.28,5.3,1.12,3.18,502,
56,12.37,1.17,1.92,19.6,78,2.11,2,.27,1.04,4.68,1.12,3.48,510,2
57,13.34,.94,2.36,17,110,2.53,1.3,,.42,3.17,1.02,1.93,750,2
58,12.21,1.19,1.75,,151,1.85,1.28,,2.5,2.85,1.28,3.07,718,2
59,12.29,1.61,2.21,20.4,103,,1.02,.37,1.46,3.05,.906,,,2
60,13.49,1.66,2.24,24,87,1.88,,.27,1.03,3.74,.98,2.78,,
61,12.99,1.67,2.6,30,139,,2.89,.21,1.96,3.35,1.31,3.5,,2
62,11.96,1.09,,21,,3.38,2.14,.13,1.65,3.21,.99,3.13,,2
63,11.66,1.88,1.92,16,97,1.61,1.57,.34,1.15,3.8,,2.14,428,2
64,13.03,.9,1.71,16,86,1.95,2.03,.24,,4.6,1.19,2.48,392,2
65,,2.89,2.23,,112,1.72,1.32,,.95,2.65,.96,2.52,,2
66,12.33,.99,1.95,14.8,136,1.9,1.85,,2.76,3.4,1.06,2.31,750,2
67,12.7,3.87,,23,101,2.83,2.55,.43,1.95,2.57,1.19,3.13,463,2
68,12.08,1.13,2.51,24,,2,1.58,.4,1.4,2.2,1.31,2.72,,2
69,13.05,3.86,,22.5,85,1.65,1.59,.61,,,.84,2.01,515,2
70,11.65,1.67,,26,88,1.92,1.61,,1.34,2.6,1.36,,562,
71,11.64,,2.46,21.6,84,1.95,1.69,.48,,2.8,1,,680,2
72,12.08,,2.3,23.6,70,,1.59,.42,,1.74,,3.21,625,2
73,12.08,1.83,2.32,18.5,81,1.6,1.5,.52,1.64,,1.08,2.27,480,2
74,12,1.51,2.42,,86,1.45,1.25,.5,1.63,3.6,1.05,2.65,450,
75,12.29,2.83,2.22,18,88,2.45,2.25,.25,1.99,2.15,1.15,3.3,290,2
76,12.47,1.52,2.2,,162,2.5,2.27,.32,,2.6,1.16,2.63,937,2
77,11.81,2.12,2.74,21.5,134,1.6,.99,,,2.5,.95,2.26,625,2
78,12.29,1.41,1.98,16,85,2.55,2.5,,1.77,2.9,1.23,2.74,428,
79,12.37,1.07,2.1,18.5,88,3.52,3.75,.24,,4.5,1.04,2.77,,
80,12.29,3.17,2.21,18,88,2.85,,.45,2.81,2.3,1.42,2.83,406,
81,,2.08,,,97,2.23,,,1.4,,,2.96,,2
82,,2.45,,21,98,2.56,,.34,,2.8,.8,3.38,438,
83,,1.72,1.88,19.5,86,2.5,1.64,.37,,2.06,.94,2.44,415,2
84,12.51,1.73,1.98,,85,2.2,,.32,1.48,2.94,1.04,,672,
85,12.42,2.55,2.27,22,90,1.68,,.66,1.42,2.7,.86,,,2
86,12.72,,2.28,22.5,84,,1.76,,1.63,3.3,.88,2.42,,2
87,12.22,,1.94,,92,2.36,2.04,.39,,2.7,.86,3.02,312,
88,11.61,1.35,2.7,20,94,2.74,2.92,.29,2.49,2.65,,3.26,680,2
89,,2.43,2.17,21,,,2.27,.26,,,.9,,325,2
90,,.74,2.5,21,,2.48,2.01,.42,1.44,,1.1,,434,2
91,,1.39,2.5,,,,2.29,.43,,2.9,.93,,385,
92,12.42,1.61,2.19,22.5,,2,,.34,,2.06,,2.96,345,2
93,12,3.43,,19,87,2,1.64,.37,1.87,,,3.05,,2
94,11.45,,2.42,20,96,2.9,2.79,.32,1.83,,.8,,625,2
95,11.56,2.05,3.23,28.5,119,3.18,5.08,,1.87,6,.93,,465,
96,12.42,4.43,2.73,,102,2.2,2.13,.43,1.71,2.08,.92,3.12,365,
97,11.87,,2.39,,82,2.86,3.03,,2.91,2.8,.75,3.64,380,2
98,12.07,2.16,2.17,21,85,2.6,2.65,,1.35,2.76,.86,,,
99,11.79,2.13,,28.5,92,2.13,,.58,1.76,3,,,,2
100,,1.63,,24.5,,,2.45,.4,,2.12,,2.78,342,
101,12.86,1.35,,18,122,1.51,1.25,.21,.94,4.1,,1.29,630,
102,12.88,2.99,2.4,,104,1.3,1.22,,.83,5.4,.74,,530,3
103,12.81,,2.4,24,98,1.15,1.09,.27,.83,5.7,.66,,560,3
104,12.6,2.46,2.2,,94,1.62,.66,.63,.94,7.1,.73,1.58,,
105,12.53,,2.64,,96,1.79,.6,.63,1.1,5,.82,1.69,,3
106,13.49,3.59,2.19,19.5,88,,.48,,,5.7,,1.82,580,3
107,12.84,2.96,2.61,24,101,2.32,.6,.53,,4.92,.89,2.15,590,3
108,13.36,2.56,,20,89,,.5,,.64,5.6,.7,2.47,780,3
109,13.62,,,20,92,2,,.47,1.02,4.4,.91,2.05,550,3
110,12.25,,,,112,1.38,.78,.29,1.14,8.21,.65,2,855,3
111,13.16,3.57,2.15,21,102,1.5,.55,.43,1.3,4,,,830,3
112,13.88,5.04,2.23,20,80,.98,,.4,.68,4.9,.58,,415,3
113,12.87,4.61,2.48,21.5,86,1.7,,,,7.65,.54,1.86,625,
